Date,Company,Ticker,Open,High,Low,Close,Adj Close,Volume
19-02-2024,Meta Platforms,META,90.25,91.76,88.83,91.11,91.11,419434
20-02-2024,Meta Platforms,META,92.82,93.48,89.34,90.15,90.15,307345
21-02-2024,Meta Platforms,META,91.72,94.16,91.09,93.28,93.28,279507
22-02-2024,Meta Platforms,META,91.26,92.11,91.22,91.24,91.24,62648
23-02-2024,Meta Platforms,META,92.06,92.86,90.98,91.9,91.9,1050623
26-02-2024,Meta Platforms,META,92.65,93.24,89.97,90.59,90.59,1911316
27-02-2024,Meta Platforms,META,92.98,93.74,91.06,92.42,92.42,653679
28-02-2024,Meta Platforms,META,92.19,93.76,92.05,93.07,93.07,1166370
29-02-2024,Meta Platforms,META,93.68,94.21,90.41,90.97,90.97,479360
01-03-2024,Meta Platforms,META,90.16,95.86,90.01,95.33,95.33,1181567
04-03-2024,Meta Platforms,META,95.07,96.02,93.47,93.6,93.6,141525
05-03-2024,Meta Platforms,META,92.56,93.25,90.86,92.21,92.21,75871
06-03-2024,Meta Platforms,META,89.64,91.55,89.49,91.52,91.52,522131
07-03-2024,Meta Platforms,META,93.05,94.3,91.1,91.34,91.34,608006
08-03-2024,Meta Platforms,META,89.71,90.14,88.7,89.38,89.38,967826
11-03-2024,Meta Platforms,META,91.89,93.12,91.41,92.27,92.27,632454
12-03-2024,Meta Platforms,META,90.23,91.84,89.71,89.94,89.94,635967
13-03-2024,Meta Platforms,META,89.9,90.47,89.38,89.51,89.51,1064220
14-03-2024,Meta Platforms,META,91.06,92.18,88.71,89.38,89.38,603790
15-03-2024,Meta Platforms,META,90.14,91.17,89.14,89.52,89.52,644518
18-03-2024,Meta Platforms,META,90.68,91.84,88.99,89.26,89.26,823534
19-03-2024,Meta Platforms,META,89.43,92.1,89.27,91.28,91.28,1271919
20-03-2024,Meta Platforms,META,89.18,90.41,87.83,90.04,90.04,1292745
21-03-2024,Meta Platforms,META,91.04,91.63,88.27,89.69,89.69,447393
22-03-2024,Meta Platforms,META,87.18,87.47,85.89,87.23,87.23,143258
25-03-2024,Meta Platforms,META,89.8,91.34,85.39,86.52,86.52,459764
26-03-2024,Meta Platforms,META,89.72,90.95,88.2,89.18,89.18,1400070
27-03-2024,Meta Platforms,META,90.02,90.11,88.5,89.23,89.23,1748137
28-03-2024,Meta Platforms,META,91.46,92.79,89.29,89.68,89.68,434502
29-03-2024,Meta Platforms,META,92.32,94.13,91.36,93.34,93.34,326855
01-04-2024,Meta Platforms,META,91.71,93.96,91.66,92.9,92.9,503090
02-04-2024,Meta Platforms,META,90.94,91.06,89.92,90.23,90.23,655687
03-04-2024,Meta Platforms,META,89.74,90.86,88.74,89.04,89.04,1452755
04-04-2024,Meta Platforms,META,90.88,91.89,87.19,89.27,89.27,1472037
05-04-2024,Meta Platforms,META,88.01,90.87,87.62,90.76,90.76,2220421
08-04-2024,Meta Platforms,META,88.7,91.07,88.55,90.78,90.78,564842
09-04-2024,Meta Platforms,META,90.81,90.88,88.76,88.95,88.95,2392109
10-04-2024,Meta Platforms,META,87.26,90.16,86.69,90.04,90.04,657372
11-04-2024,Meta Platforms,META,88.55,92.43,87.75,89.31,89.31,848065
12-04-2024,Meta Platforms,META,87.57,89.36,87.21,87.54,87.54,732829
15-04-2024,Meta Platforms,META,85.31,88.12,84.58,87.63,87.63,141529
16-04-2024,Meta Platforms,META,87.26,87.27,86.16,86.39,86.39,76609
17-04-2024,Meta Platforms,META,83.8,85.84,82.05,82.21,82.21,398147
18-04-2024,Meta Platforms,META,83.28,83.46,81,82.6,82.6,2277086
19-04-2024,Meta Platforms,META,83.15,83.8,81.86,83.36,83.36,14508
22-04-2024,Meta Platforms,META,82.2,85.42,81.66,84.69,84.69,715734
23-04-2024,Meta Platforms,META,88.46,89.15,86.63,88.26,88.26,383168
24-04-2024,Meta Platforms,META,87.06,87.23,84.06,84.87,84.87,828058
25-04-2024,Meta Platforms,META,87.82,87.84,83.55,84.67,84.67,186678
26-04-2024,Meta Platforms,META,86.62,86.96,85.97,86.24,86.24,1216580
29-04-2024,Meta Platforms,META,85.47,87.32,85.33,87.3,87.3,423890
30-04-2024,Meta Platforms,META,85.71,87.4,84.37,87.06,87.06,743651
01-05-2024,Meta Platforms,META,85.93,87.78,85.91,86.17,86.17,289183
02-05-2024,Meta Platforms,META,87.52,89.09,85.96,88.48,88.48,200845
03-05-2024,Meta Platforms,META,88.7,89.74,88.31,88.64,88.64,1478071
06-05-2024,Meta Platforms,META,88.76,89.97,87.69,89.89,89.89,956295
07-05-2024,Meta Platforms,META,91.37,91.88,88.95,89.03,89.03,713584
08-05-2024,Meta Platforms,META,87.19,89.7,85.49,88.31,88.31,115109
09-05-2024,Meta Platforms,META,90.44,92.79,89.67,91.67,91.67,68072
10-05-2024,Meta Platforms,META,91.18,91.43,90.58,90.66,90.66,400235
13-05-2024,Meta Platforms,META,92.17,92.22,89.86,90.94,90.94,81082
14-05-2024,Meta Platforms,META,92.2,95.26,90.79,95.22,95.22,134180
15-05-2024,Meta Platforms,META,92.63,94.38,91.05,93.79,93.79,816837
16-05-2024,Meta Platforms,META,91.37,92.57,91.3,92.31,92.31,689164
17-05-2024,Meta Platforms,META,93.04,93.46,92.89,93.44,93.44,97827
20-05-2024,Meta Platforms,META,94.78,95.58,94.32,95.18,95.18,1582223
21-05-2024,Meta Platforms,META,92.82,93.98,92.13,93.25,93.25,659039
22-05-2024,Meta Platforms,META,91.47,93.61,91.06,92.58,92.58,907962
23-05-2024,Meta Platforms,META,91.92,92.13,90.92,91.67,91.67,325577
24-05-2024,Meta Platforms,META,94,94.52,90.34,90.87,90.87,869286
27-05-2024,Meta Platforms,META,92.33,95.4,92.15,92.48,92.48,1130178
28-05-2024,Meta Platforms,META,92.79,92.88,90.43,90.44,90.44,794600
29-05-2024,Meta Platforms,META,92.16,92.31,89.91,90.68,90.68,1128062
30-05-2024,Meta Platforms,META,91.87,92.29,89.3,90.29,90.29,549683
31-05-2024,Meta Platforms,META,93.98,95.83,90.75,90.87,90.87,15697
03-06-2024,Meta Platforms,META,92.95,93.15,91.92,92.29,92.29,1040430
04-06-2024,Meta Platforms,META,91.86,93.66,90.94,93.45,93.45,1731169
05-06-2024,Meta Platforms,META,94.01,95.16,93.42,94.61,94.61,1846573
06-06-2024,Meta Platforms,META,94.68,96.47,93.83,96.14,96.14,925672
07-06-2024,Meta Platforms,META,94.71,94.86,93.76,94.53,94.53,2381713
10-06-2024,Meta Platforms,META,94.2,95.04,93.18,94.54,94.54,62331
11-06-2024,Meta Platforms,META,93.91,94.09,92.33,92.73,92.73,360393
12-06-2024,Meta Platforms,META,94.52,95.03,93.79,94.31,94.31,1198951
13-06-2024,Meta Platforms,META,96.07,96.3,93.37,94.3,94.3,2935657
14-06-2024,Meta Platforms,META,91.94,93,91.34,92.58,92.58,957932
17-06-2024,Meta Platforms,META,93.74,94.79,92.18,92.43,92.43,307832
18-06-2024,Meta Platforms,META,95.05,96.25,91.4,91.58,91.58,837830
19-06-2024,Meta Platforms,META,92.84,93.59,91.45,92.1,92.1,972056
20-06-2024,Meta Platforms,META,93.61,95.17,92.2,93.02,93.02,423889
21-06-2024,Meta Platforms,META,92.69,93.58,91.2,93.11,93.11,817682
24-06-2024,Meta Platforms,META,92.55,94.01,90.92,93.27,93.27,2022590
25-06-2024,Meta Platforms,META,95.87,96.15,93.42,93.84,93.84,1191085
26-06-2024,Meta Platforms,META,93.29,95.74,91.95,95.2,95.2,724136
27-06-2024,Meta Platforms,META,95.49,97.99,94.79,96.79,96.79,409801
28-06-2024,Meta Platforms,META,94.52,95.78,91.49,92.27,92.27,78964
01-07-2024,Meta Platforms,META,92.66,94.99,92.06,93.96,93.96,1618787
02-07-2024,Meta Platforms,META,93.41,94.77,91.17,91.78,91.78,910418
03-07-2024,Meta Platforms,META,94.79,96.29,92.75,93.67,93.67,1322744
04-07-2024,Meta Platforms,META,92.57,93.58,91.87,92.82,92.82,278799
05-07-2024,Meta Platforms,META,93.78,94.64,93.13,93.68,93.68,257300
08-07-2024,Meta Platforms,META,94.18,95.03,92.21,92.97,92.97,978740
09-07-2024,Meta Platforms,META,92.64,94.95,92.45,94.15,94.15,656689
10-07-2024,Meta Platforms,META,92.21,92.43,90.77,90.96,90.96,540287
11-07-2024,Meta Platforms,META,94.14,95.23,92.51,92.72,92.72,198393
12-07-2024,Meta Platforms,META,94.11,94.32,93.12,93.6,93.6,1746895
15-07-2024,Meta Platforms,META,94.61,95.15,93.42,94.89,94.89,771740
16-07-2024,Meta Platforms,META,93.16,93.97,92.8,93.15,93.15,770802
17-07-2024,Meta Platforms,META,92.88,96.06,92.31,94.36,94.36,329489
18-07-2024,Meta Platforms,META,96.49,98.69,92.54,94.54,94.54,34029
19-07-2024,Meta Platforms,META,95.51,95.68,94.11,95.28,95.28,539591
22-07-2024,Meta Platforms,META,96.86,97.77,92.53,94.33,94.33,274845
23-07-2024,Meta Platforms,META,95.4,95.63,94.48,95.56,95.56,190240
24-07-2024,Meta Platforms,META,95.36,98.53,94.87,98.22,98.22,1588940
25-07-2024,Meta Platforms,META,97.92,99.13,97.85,98.03,98.03,431631
26-07-2024,Meta Platforms,META,99.53,103.62,98.93,101.37,101.37,557130
29-07-2024,Meta Platforms,META,97.76,98.67,96.04,97.73,97.73,842297
30-07-2024,Meta Platforms,META,99.83,102.67,98.49,101.15,101.15,2177967
31-07-2024,Meta Platforms,META,100.68,101.65,100.53,101.54,101.54,1411056
01-08-2024,Meta Platforms,META,101.66,102.4,99.21,101.1,101.1,311490
02-08-2024,Meta Platforms,META,99.25,100.58,99.16,100.04,100.04,851539
05-08-2024,Meta Platforms,META,100.16,101.31,98.42,98.63,98.63,1118549
06-08-2024,Meta Platforms,META,98.29,99.05,97.41,98.29,98.29,709431
07-08-2024,Meta Platforms,META,98.54,100.51,96.94,97.51,97.51,1179108
08-08-2024,Meta Platforms,META,96.92,97.85,95.61,95.7,95.7,177595
09-08-2024,Meta Platforms,META,96.78,97.11,96.01,97.09,97.09,1773969
12-08-2024,Meta Platforms,META,95.4,95.58,95.06,95.47,95.47,687932
13-08-2024,Meta Platforms,META,95.71,97.45,95.37,96.26,96.26,60037
14-08-2024,Meta Platforms,META,97.27,98.12,96.7,97.24,97.24,755665
15-08-2024,Meta Platforms,META,96.65,98.42,95.2,95.52,95.52,1406943
16-08-2024,Meta Platforms,META,97.42,99.67,96.31,97.97,97.97,976040
19-08-2024,Meta Platforms,META,99.04,99.32,95.98,97.02,97.02,203461
20-08-2024,Meta Platforms,META,97.56,99.34,96.81,98.25,98.25,1967325
21-08-2024,Meta Platforms,META,98.25,98.81,97.92,98.56,98.56,124752
22-08-2024,Meta Platforms,META,98.66,99.04,97.03,97.53,97.53,169852
23-08-2024,Meta Platforms,META,99.17,99.19,96.86,97.35,97.35,1098983
26-08-2024,Meta Platforms,META,99.66,99.74,98.11,98.15,98.15,2384306
27-08-2024,Meta Platforms,META,98.93,99.36,97.61,98.32,98.32,384456
28-08-2024,Meta Platforms,META,98.07,99.88,95.98,99.5,99.5,430862
29-08-2024,Meta Platforms,META,99.66,101.46,97.46,100.8,100.8,1599470
30-08-2024,Meta Platforms,META,101,101.16,99.45,100.83,100.83,483617
02-09-2024,Meta Platforms,META,100.61,103.14,98.49,98.71,98.71,141757
03-09-2024,Meta Platforms,META,99.28,100.51,99.02,99.87,99.87,1195531
04-09-2024,Meta Platforms,META,97.07,99.72,95.83,99.09,99.09,1502870
05-09-2024,Meta Platforms,META,97.2,98.04,96.59,97.29,97.29,856348
06-09-2024,Meta Platforms,META,98.53,100.27,98.35,100.26,100.26,110005
09-09-2024,Meta Platforms,META,101.85,103.16,99.6,99.81,99.81,160419
10-09-2024,Meta Platforms,META,102.49,102.84,97.7,98.93,98.93,952461
11-09-2024,Meta Platforms,META,100.84,102.07,100.63,100.82,100.82,365240
12-09-2024,Meta Platforms,META,97.95,102.13,97.46,101.66,101.66,1328056
13-09-2024,Meta Platforms,META,98.1,99.65,97.46,99.48,99.48,63573
16-09-2024,Meta Platforms,META,98.26,100.83,98.23,99.78,99.78,775115
17-09-2024,Meta Platforms,META,98.86,100.51,98.12,99.88,99.88,31491
18-09-2024,Meta Platforms,META,99.08,100.17,98.81,99.48,99.48,998212
19-09-2024,Meta Platforms,META,99.94,100.28,99.03,99.41,99.41,979925
20-09-2024,Meta Platforms,META,99.78,101.26,98.43,101.07,101.07,15682
23-09-2024,Meta Platforms,META,103.02,104.67,101.76,102.15,102.15,1167509
24-09-2024,Meta Platforms,META,100.01,102.83,98.83,100.09,100.09,1540323
25-09-2024,Meta Platforms,META,100.47,101.52,100.09,100.77,100.77,1124932
26-09-2024,Meta Platforms,META,99.61,102.04,99.5,101.77,101.77,458994
27-09-2024,Meta Platforms,META,101.83,102.13,100.86,101.91,101.91,418759
30-09-2024,Meta Platforms,META,104.25,104.62,101.86,102.75,102.75,37696
01-10-2024,Meta Platforms,META,104.51,106.65,104.41,105.62,105.62,510989
02-10-2024,Meta Platforms,META,100.5,103.21,100.11,102.88,102.88,153905
03-10-2024,Meta Platforms,META,101.35,102.29,99.41,99.89,99.89,1715907
04-10-2024,Meta Platforms,META,100.84,102.22,100.03,101.27,101.27,366814
07-10-2024,Meta Platforms,META,100.17,101.92,99.87,101.77,101.77,782598
08-10-2024,Meta Platforms,META,103.41,105.79,103.07,104.79,104.79,231607
09-10-2024,Meta Platforms,META,102.97,105.8,100.27,101.62,101.62,760506
10-10-2024,Meta Platforms,META,100.66,103.37,99.22,101.8,101.8,938640
11-10-2024,Meta Platforms,META,102.22,102.61,101.09,102.47,102.47,875842
14-10-2024,Meta Platforms,META,102.77,104.63,101.4,104.59,104.59,671512
15-10-2024,Meta Platforms,META,106.05,106.06,103.71,105.18,105.18,487633
16-10-2024,Meta Platforms,META,104.14,106.99,102.41,106.27,106.27,1333885
17-10-2024,Meta Platforms,META,107.58,108.22,102.31,105.13,105.13,1318968
18-10-2024,Meta Platforms,META,106.15,107.66,105.79,106.31,106.31,498633
21-10-2024,Meta Platforms,META,105.86,107.48,105.81,106.47,106.47,564196
22-10-2024,Meta Platforms,META,107.16,110.41,105.9,109.91,109.91,168259
23-10-2024,Meta Platforms,META,109.31,109.64,106.45,107.5,107.5,1711028
24-10-2024,Meta Platforms,META,109.41,110.15,108.38,108.48,108.48,612790
25-10-2024,Meta Platforms,META,109.45,109.51,108.65,109.26,109.26,343205
28-10-2024,Meta Platforms,META,108.5,111.86,107.72,111.56,111.56,1898734
29-10-2024,Meta Platforms,META,111.49,112.35,109.97,110.37,110.37,394579
30-10-2024,Meta Platforms,META,111.48,112.62,110.93,112.36,112.36,1904944
31-10-2024,Meta Platforms,META,112.54,115.47,111.94,114.7,114.7,447961
01-11-2024,Meta Platforms,META,112.93,113.16,111.8,111.94,111.94,52505
04-11-2024,Meta Platforms,META,115.38,116.59,115.19,115.57,115.57,574082
05-11-2024,Meta Platforms,META,115.9,118.17,115.27,116.76,116.76,98933
06-11-2024,Meta Platforms,META,116.35,116.37,113.55,115.02,115.02,1769050
07-11-2024,Meta Platforms,META,116.52,116.73,115.76,115.77,115.77,976400
08-11-2024,Meta Platforms,META,117.32,118.71,114.77,116.13,116.13,195785
11-11-2024,Meta Platforms,META,115.5,117.45,114.99,117.12,117.12,853201
12-11-2024,Meta Platforms,META,116.94,118.41,115.54,117.43,117.43,107207
13-11-2024,Meta Platforms,META,116.2,117.23,116,117.15,117.15,1623382
14-11-2024,Meta Platforms,META,118.44,119.14,115.55,116.39,116.39,308009
15-11-2024,Meta Platforms,META,116.53,118.64,116.5,118.28,118.28,697974
18-11-2024,Meta Platforms,META,116.79,117.79,114.69,117.34,117.34,138082
19-11-2024,Meta Platforms,META,118.66,120.6,116.21,117.96,117.96,94621
20-11-2024,Meta Platforms,META,115.08,115.38,114.06,114.2,114.2,284836
21-11-2024,Meta Platforms,META,117.35,120.81,116.84,120.55,120.55,649364
22-11-2024,Meta Platforms,META,118.39,118.8,116.04,117.86,117.86,1177184
25-11-2024,Meta Platforms,META,120.4,120.76,115.25,117.96,117.96,230661
26-11-2024,Meta Platforms,META,121.06,121.62,120.22,121.4,121.4,2435312
27-11-2024,Meta Platforms,META,120.86,121.03,118.11,119.36,119.36,265237
28-11-2024,Meta Platforms,META,120.46,121.81,119.26,120.69,120.69,596894
29-11-2024,Meta Platforms,META,120.33,121.93,120.17,121.89,121.89,1362132
02-12-2024,Meta Platforms,META,121.67,122.89,120.85,121.79,121.79,184309
03-12-2024,Meta Platforms,META,121.76,123.21,119.05,120.28,120.28,591278
04-12-2024,Meta Platforms,META,123.15,124.64,119.47,121.6,121.6,720996
05-12-2024,Meta Platforms,META,122.43,126.9,121.51,125.91,125.91,565392
06-12-2024,Meta Platforms,META,122.78,123.39,121.08,122.06,122.06,1381591
09-12-2024,Meta Platforms,META,120.93,121.45,120.2,120.5,120.5,631437
10-12-2024,Meta Platforms,META,125.04,125.38,123.23,125.03,125.03,566705
11-12-2024,Meta Platforms,META,122.17,122.87,121.46,122.12,122.12,386541
12-12-2024,Meta Platforms,META,122.27,123.47,121.36,123.11,123.11,1271065
13-12-2024,Meta Platforms,META,121.23,121.61,119.77,120.59,120.59,321291
16-12-2024,Meta Platforms,META,121,125.47,119.5,124.79,124.79,1478777
17-12-2024,Meta Platforms,META,123.55,124.38,118.87,121.14,121.14,350778
18-12-2024,Meta Platforms,META,121.09,123.43,119.57,122.03,122.03,450962
19-12-2024,Meta Platforms,META,122.7,123.78,120.09,120.12,120.12,1091805
20-12-2024,Meta Platforms,META,123.19,123.34,119.68,120.74,120.74,893746
23-12-2024,Meta Platforms,META,122.81,125.92,121.14,123.02,123.02,901375
24-12-2024,Meta Platforms,META,123.15,124.4,122.15,122.55,122.55,234924
25-12-2024,Meta Platforms,META,123.63,127.19,122.98,125.32,125.32,1099044
26-12-2024,Meta Platforms,META,124.33,124.97,123.15,123.24,123.24,1752377
27-12-2024,Meta Platforms,META,120.01,121.71,118.83,121.55,121.55,403274
30-12-2024,Meta Platforms,META,120.35,120.62,118.03,120.52,120.52,1673441
31-12-2024,Meta Platforms,META,121.25,123.62,120.01,122.04,122.04,2231498
01-01-2025,Meta Platforms,META,118.47,120.56,116.93,120.56,120.56,492883
02-01-2025,Meta Platforms,META,121.33,122.5,118.23,119.9,119.9,1494756
03-01-2025,Meta Platforms,META,120.88,121.6,119.96,120.77,120.77,530894
06-01-2025,Meta Platforms,META,121.04,121.64,119.61,120.06,120.06,2053818
07-01-2025,Meta Platforms,META,118.09,121.04,116.71,121,121,1368079
08-01-2025,Meta Platforms,META,119.9,121.85,119.56,120.62,120.62,592240
09-01-2025,Meta Platforms,META,121.4,122.08,118.27,120.42,120.42,446981
10-01-2025,Meta Platforms,META,119.68,122.6,119.44,121.98,121.98,486309
13-01-2025,Meta Platforms,META,121.17,125.78,120.78,123.79,123.79,1590403
14-01-2025,Meta Platforms,META,120.53,120.57,119.87,120.3,120.3,393986
15-01-2025,Meta Platforms,META,120.11,121.11,119.36,119.88,119.88,863528
16-01-2025,Meta Platforms,META,119.05,121.25,118.59,120.03,120.03,1170280
17-01-2025,Meta Platforms,META,117.72,119.15,117.17,118.21,118.21,214150
20-01-2025,Meta Platforms,META,119.92,121.5,117.62,118.76,118.76,837090
21-01-2025,Meta Platforms,META,118.78,119.48,117.69,119.29,119.29,479003
22-01-2025,Meta Platforms,META,118.33,121.56,118.18,121.37,121.37,963925
23-01-2025,Meta Platforms,META,118.19,120.83,117.91,118.34,118.34,317760
24-01-2025,Meta Platforms,META,119.5,121.96,117.53,120.45,120.45,587115
27-01-2025,Meta Platforms,META,117.67,119.38,116.78,118.88,118.88,1426826
28-01-2025,Meta Platforms,META,120.49,122.98,119.67,121.28,121.28,817306
29-01-2025,Meta Platforms,META,121.71,124.18,121.36,121.98,121.98,109571
30-01-2025,Meta Platforms,META,120.8,122.75,119.46,121.22,121.22,861049
31-01-2025,Meta Platforms,META,123.16,123.53,121.95,122.81,122.81,341215
03-02-2025,Meta Platforms,META,123.74,124.76,119.67,122.31,122.31,598099
04-02-2025,Meta Platforms,META,122.93,123.97,120.54,123.6,123.6,180071
05-02-2025,Meta Platforms,META,123.93,125.03,122.5,123.37,123.37,497354
06-02-2025,Meta Platforms,META,124.98,125.16,122.44,122.89,122.89,1707329
07-02-2025,Meta Platforms,META,124.34,125.24,122.5,123.83,123.83,1336657
10-02-2025,Meta Platforms,META,126.57,127.79,125.21,125.34,125.34,95111
11-02-2025,Meta Platforms,META,126.13,127.7,125.87,126.15,126.15,40333
12-02-2025,Meta Platforms,META,126.53,126.69,125.01,125.88,125.88,72153
13-02-2025,Meta Platforms,META,128.33,128.41,126.21,126.44,126.44,718064
14-02-2025,Meta Platforms,META,126.96,128.91,126.61,127.78,127.78,895354
17-02-2025,Meta Platforms,META,127.18,129.31,126.65,128.45,128.45,726741
18-02-2025,Meta Platforms,META,127.29,127.77,124.11,124.98,124.98,206984
19-02-2025,Meta Platforms,META,124.53,127.22,123.98,126.39,126.39,344098
20-02-2025,Meta Platforms,META,126.29,127.31,126.08,126.55,126.55,1530334
21-02-2025,Meta Platforms,META,124.97,128.42,124.16,126.92,126.92,1455054
24-02-2025,Meta Platforms,META,125.61,127.48,124.72,124.76,124.76,802199
25-02-2025,Meta Platforms,META,122.27,125.08,122.22,124.51,124.51,955802
26-02-2025,Meta Platforms,META,122.48,122.93,121.8,122.92,122.92,590744
27-02-2025,Meta Platforms,META,120.32,120.97,118.84,120.6,120.6,257600
28-02-2025,Meta Platforms,META,120.85,121.62,117.2,118.07,118.07,724591
03-03-2025,Meta Platforms,META,120.16,121.08,119.47,119.56,119.56,1564622
04-03-2025,Meta Platforms,META,120.65,122.62,119.11,121.37,121.37,1579437
05-03-2025,Meta Platforms,META,120.32,122.22,120.15,122.06,122.06,438412
06-03-2025,Meta Platforms,META,119.08,120.47,117.76,120.09,120.09,337482
07-03-2025,Meta Platforms,META,119.65,120.97,118.06,119.76,119.76,876714
10-03-2025,Meta Platforms,META,120.87,122.6,117.65,119.6,119.6,61097
11-03-2025,Meta Platforms,META,118,120.33,117.98,119.17,119.17,1278575
12-03-2025,Meta Platforms,META,121.34,122.01,118.22,119.18,119.18,2712612
13-03-2025,Meta Platforms,META,120.98,121.46,119.4,119.7,119.7,358244
14-03-2025,Meta Platforms,META,120.36,122.65,117.95,119.81,119.81,1162065
17-03-2025,Meta Platforms,META,122.52,122.65,120.47,120.54,120.54,659748
18-03-2025,Meta Platforms,META,122.13,122.61,119.97,121.27,121.27,893595
19-03-2025,Meta Platforms,META,117.46,120.31,117.2,119.12,119.12,1370101
20-03-2025,Meta Platforms,META,120.06,120.14,116.94,118.82,118.82,520756
21-03-2025,Meta Platforms,META,117.85,118.24,115.92,116.75,116.75,631651
24-03-2025,Meta Platforms,META,117.46,117.65,114.32,116.81,116.81,221781
25-03-2025,Meta Platforms,META,117.86,117.91,115.5,116.26,116.26,360441
26-03-2025,Meta Platforms,META,118.47,119.81,116.82,117.75,117.75,604906
27-03-2025,Meta Platforms,META,119.83,120.51,118.13,119.87,119.87,1006606
28-03-2025,Meta Platforms,META,118.19,121.04,117.89,118.4,118.4,386322
31-03-2025,Meta Platforms,META,117.13,122.07,116.12,120.72,120.72,331352
01-04-2025,Meta Platforms,META,122.15,122.31,121.2,121.5,121.5,600385
02-04-2025,Meta Platforms,META,121.8,122.76,120.76,121.73,121.73,493977
03-04-2025,Meta Platforms,META,121.35,122.55,120.27,122.46,122.46,403287
04-04-2025,Meta Platforms,META,121.15,122.16,119.94,121.98,121.98,56741
07-04-2025,Meta Platforms,META,121.88,122.87,120.86,121.95,121.95,594210
08-04-2025,Meta Platforms,META,121.54,122.24,119.67,121.12,121.12,315081
09-04-2025,Meta Platforms,META,122.81,125.03,122.38,124.52,124.52,1190916
10-04-2025,Meta Platforms,META,124.37,125.5,122.41,122.76,122.76,585792
11-04-2025,Meta Platforms,META,124.52,125.48,122.17,123.3,123.3,1947342
14-04-2025,Meta Platforms,META,125.18,126.04,123.33,123.39,123.39,28775
15-04-2025,Meta Platforms,META,125.34,127.97,124.73,126.73,126.73,1101330
16-04-2025,Meta Platforms,META,126.44,128.57,125.48,128.04,128.04,106090
17-04-2025,Meta Platforms,META,129.03,129.42,126.48,127.79,127.79,491561
18-04-2025,Meta Platforms,META,125.69,127.21,124.3,126.59,126.59,111129
21-04-2025,Meta Platforms,META,130.16,130.6,127.2,127.48,127.48,114559
22-04-2025,Meta Platforms,META,129.12,130.18,128.99,129.73,129.73,45122
23-04-2025,Meta Platforms,META,127.46,128.42,127.3,128.27,128.27,31759
24-04-2025,Meta Platforms,META,127.98,129.25,126.3,127.47,127.47,720970
25-04-2025,Meta Platforms,META,130.36,131.72,125.81,126.55,126.55,2077119
28-04-2025,Meta Platforms,META,127.77,131.7,125.79,130.15,130.15,1499181
29-04-2025,Meta Platforms,META,129.43,130.17,128.75,129.66,129.66,1390255
30-04-2025,Meta Platforms,META,129.75,132.05,126.89,127.71,127.71,426804
01-05-2025,Meta Platforms,META,127.67,128.86,126.4,127.75,127.75,171673
02-05-2025,Meta Platforms,META,131.17,131.24,129.53,130.43,130.43,72252
05-05-2025,Meta Platforms,META,133.86,134.38,130.24,130.36,130.36,439452
06-05-2025,Meta Platforms,META,133.51,134.93,131.37,132.22,132.22,754958
07-05-2025,Meta Platforms,META,130.34,133.86,129.67,132.27,132.27,902808
08-05-2025,Meta Platforms,META,133.21,134.49,131.63,132.51,132.51,1433805
09-05-2025,Meta Platforms,META,133.34,133.71,131.69,132.2,132.2,521449
12-05-2025,Meta Platforms,META,133.33,133.63,131.47,131.91,131.91,181989
13-05-2025,Meta Platforms,META,132.17,133.97,131.3,131.63,131.63,364561
14-05-2025,Meta Platforms,META,129.38,130.86,128.29,128.78,128.78,229081
15-05-2025,Meta Platforms,META,129.32,130.94,129.19,129.64,129.64,550587
16-05-2025,Meta Platforms,META,131.62,133.12,128.94,130.29,130.29,466574
19-05-2025,Meta Platforms,META,130,131.48,126.67,128.01,128.01,135190
20-05-2025,Meta Platforms,META,131.87,132.15,130.35,130.85,130.85,527839
21-05-2025,Meta Platforms,META,129.07,132.23,128.17,130.85,130.85,784146
22-05-2025,Meta Platforms,META,128.61,129.2,126.36,128.74,128.74,335968
23-05-2025,Meta Platforms,META,129.46,131.8,128.84,130.7,130.7,1506525
26-05-2025,Meta Platforms,META,129.78,130.77,128.9,129.6,129.6,124175
27-05-2025,Meta Platforms,META,132.08,132.25,130.6,131.2,131.2,1207759
28-05-2025,Meta Platforms,META,132.82,133.3,130.63,131.16,131.16,663436
29-05-2025,Meta Platforms,META,133.12,133.25,130.39,132.77,132.77,1829681
30-05-2025,Meta Platforms,META,133.66,134.99,133.42,134.08,134.08,294719
02-06-2025,Meta Platforms,META,133.57,134.45,130.51,130.85,130.85,703140
03-06-2025,Meta Platforms,META,136.26,137.66,133.13,133.53,133.53,1320995
04-06-2025,Meta Platforms,META,134.52,135.48,132.84,133.5,133.5,1026080
05-06-2025,Meta Platforms,META,133.21,135.01,133.15,133.83,133.83,358079
06-06-2025,Meta Platforms,META,135.54,135.98,131.73,133.1,133.1,1065376
09-06-2025,Meta Platforms,META,135.43,137.45,134.21,136.96,136.96,1424627
10-06-2025,Meta Platforms,META,136.62,137.38,135.64,135.95,135.95,145427
11-06-2025,Meta Platforms,META,134.76,137.3,132.05,137.15,137.15,339355
12-06-2025,Meta Platforms,META,135.61,136.25,134.8,135.88,135.88,1119687
13-06-2025,Meta Platforms,META,136.5,136.54,135.86,135.88,135.88,802430
16-06-2025,Meta Platforms,META,136.24,137.78,134.87,136.12,136.12,685674
17-06-2025,Meta Platforms,META,135.81,136.51,133.53,134.04,134.04,1023253
